SITE_ACCOUNT_NUMBER,ACCOUNT_STATUS,FIRST_COMMUNICATION_DATE,UPGRADE_DATE,SERVICE_ PLAN,MODEL,SALES_CHANNEL,DIRECT_INDIRECT_CHANNEL,SALES_SOURCE,COMPANY_SOURCE_NAME,FIRST_NAME,LAST_NAME,ADDRESS,CITY,STATE,ZIPCODE,EMAIL_ADDRESS,FEEDBACK,SATELLITE,SITE_TYPE_DESC,WARRANTY_NAME,MOST_RECENT_SALES_CHANNEL,GENDER,DATE_OF_BIRTH,AGE,INCOME,MARITAL_STATUS,PRESENCE_OF_CHILDREN,COMPUTER_OWNER
AMR-28736999,Active,2/9/2002,8/4/2004,Pro,HN7000S,,Indirect,NRTC,HNS Customers,Brian,Hanes,22935 ROGERS 19 SWAN 0 0,STOCKTON, CA,95219,Brian.Hanes@compuserve.com,BAD,G17-HOR-2K,Broadband Remote,0,DW6000 Upgrade,,16-5-1973,39,4,1,1,N
AMR-28739321,Active,9/13/2003,4/20/2007,Basic_Ltd,UNK,Web orders,Indirect,Hughes Web Order,HNS Customers,Raymonda,Huelshorst,16481 TROUT SHORE 0 0 0,ELDORADO, WI,54932,Raymond.Huelshorst@sipnsearch.com,BAD,G16-HOR-2K,Broadband Remote,0,HN7000 Upgrade,1,3-9-1986,26,6,0,0,N
AMR-28739326,Active,1/6/2006,5/8/2008,Basic,HN9000,,Indirect,Hughes Web Order,HNS Customers,Mal,Gaske,1123 PLUCK MILL 0 0 0,CLAYTON, CA,94517,Mal.Gaske@gmail.com,BAD,,Broadband Remote,0,HN7000 Upgrade,1,11-7-1986,26,0,1,0,
AMR-28742925,Active,10/17/2001,4/9/2005,Basic_Ltd,,Sales Agents,Indirect,AmericanSat,HNS Customers,JIMMY,Ruhf,1270 BLUE GLEN 0 0 0,CULLMAN, AL,35057,JIMMY.Ruhf@geeksquad.com,GOOD,0,Broadband Remote,0,HN9000 Upgrade,1,13-8-1969,43,6,0,,Y
AMR-28748116,Active,3/28/2002,8/20/2005,Elite,HN9000,,Indirect,InfoDish,HNS Customers,John,Phayer,8890 BOX DR RD 0 0,MYRTLE, MS,38650,John.Phayer@gmail.com,BAD,AM9-VER-2K ,Broadband Remote,0,DW6000 Upgrade,1,21-3-1989,23,6,1,1,
AMR-28752006,Active,3/26/2002,6/25/2004,Power150,HN7000S,Web orders,Direct,TAG,HNS Customers,Robert,Opatz,PO HEATH ISLAND 0 0 0,WARRENTON, MO,63383,Robert.Opatz@wexzone.com,BAD,SPACEWAY3,Broadband Remote,0,DPC Classic upgrade,2,28-7-1983,29,7,1,0,N
AMR-28752759,Active,2/27/2002,10/14/2004,Basic_Ltd,HN7000S,Web orders,Indirect,AmericanSat,HNS Customers,Michaela,Quintanilla,90 OLD RD 0 0 0,NATCHITOCHES, LA,71457,Michael.Quintanilla@gmail.com,GOOD,SM5-VER-7K,Broadband Remote,0,Dealer-Generated Sale,2,24-12-1964,48,4,0,0,N
AMR-28754241,Active,4/9/2002,7/3/2004,Elite,HN7000S,,Indirect,Best Buy,HNS Customers,Jeff,Dutt,4885 GREENPEACE COUNTY 0 4150 0,SAN ANTONIO, TX,78209,Jeff.Dutt@geeksquad.com,,0,Broadband Remote,0,DW6000 Upgrade,1,20-10-1944,68,8,0,0,N
AMR-28755190,Active,4/17/2002,8/19/2005,Basic_Ltd,HN9000,,Indirect,NCC,HNS Customers,George,Burke,1901 CULL CENTER 0 0 0,FRESNO, CA,93725,George.Burke@compuserve.com,GOOD,0,Broadband Remote,0,Direct,1,18-6-1963,49,0,0,0,N
AMR-28762627,Active,11/13/2001,1/24/2004,Pro,HN7000S,Sales Agents,Indirect,Hughes Web Order,HNS Customers,James,Dickson,3006 PINE MARSHALL RD 0 0,UNION FURNACE, OH,43158,James.Dickson@yahoo.com,BAD,SPACEWAY3,Spaceway,0,Retail       ,1,15-12-1978,34,0,0,,N
AMR-28767795,Active,10/26/2001,2/2/2005,Basic,HN7000S,Vars,Indirect,AmericanSat,HNS Customers,Randall,Magsarili,20119 BOX ROAD 0 0 0,CARBONDALE, CO,81623,Randall.Magsarili@hughes.net,GOOD,G17-HOR-2K,Spaceway,0,HN7000 Upgrade,,1-10-1976,36,7,0,0,
AMR-28772404,Active,4/2/2002,10/11/2004,Home,DW4020,,Indirect,,HNS Customers,Mike,Berry,4011 8TH AVENUE CIR,ACTON, CA,93510,mike.berry@hughes.net,GOOD,SM5-VER-5K,Broadband Remote,,DW6000 Upgrade,2,24-8-1958,54,6,1,1,Y
AMR-28779781,Active,7/11/2001,3/5/2005,Pro,HN7000S,Web orders,Direct,PEGASUS,HNS Customers,Tima,Lofing,17170 SADDLEBROOK RD 0 0 0,HARTSHORNE, OK,74547,Tim.Lofing@geeksquad.com,GOOD,AM6-HOR-21K,Broadband Remote,0,Direct,1,2-4-1959,53,4,1,0,
AMR-28780265,Active,4/8/2002,9/7/2004,Power150,DW7000,Retail/others,Indirect,,HNS Customers,Kellya,Ebel,229 COUNTY TERRITORY TRL 0 0,MOSES LAKE, WA,98837,Kelly.Ebel@sipnsearch.com,GOOD,AM6-HOR-21K,Broadband Remote,0,National Sales,2,23-4-1952,60,0,0,,Y
AMR-28782174,Active,2/8/2002,8/13/2005,Pro,DW4020,Sales Agents,Indirect,,HNS Customers,Marty,Brockschmidt,17170 PINE LAKE AVE,WINONA, TX,75792,martyb@hughes.net,,SM5-HOR-6K,Broadband Remote,,DW6000 Upgrade,1,4-8-1960,52,9,1,1,Y
AMR-28783629,Active,3/25/2002,1/2/2004,Elite,HN9000,Call Center,Direct,Verisign Web Ordering,HNS Customers,Charles,STITT,PO BOX RD RD 0 0,NEW BOSTON, MI,48164,Charles.STITT@compuserve.com,GOOD,HZN-VER-6K,Spaceway,0,Direct,,23-7-1965,47,6,0,0,
AMR-28783759,Active,7/13/2001,5/9/2004,Power150,HN7000S,Vars,Direct,Hughes Web Order,HNS Customers,Larry,Taylor,PO STATE DEAN 0 201 0,BARRINGTON, IL,60010,Larry.Taylor@wexzone.com,BAD,0,Broadband Remote,0,Dealer-Generated Sale,1,4-12-1987,25,6,2,1,N
AMR-28790967,Active,4/5/2002,7/11/2005,Basic_Ltd,HN7000S,,Indirect,Hughes Web Order,HNS Customers,Chris,Bettencourtt,358 SE 167 TRAIL 0 0,JASPER, AL,35503,Chris.Bettencourtt@hughes.net,BAD,SM5-HOR-14K,Broadband Remote,0,Dealer-Generated Sale,1,11-12-1978,34,0,0,0,Y
AMR-28791701,Active,5/31/2001,12/16/2002,Basic,UNK,Web orders,Direct,UNKNOWN,HNS Customers,Randya,Shepard,10307 MADISON RD 0 0 0,MIAMI SHORES, FL,33138,Randy.Shepard@rossaweb.net,BAD,G16-VER-1K,Spaceway,0,Dealer-Generated Sale,,16-7-1952,60,8,1,1,N
AMR-28792829,Active,5/2/2003,1/24/2005,Home,HN7000S,,Indirect,RS&I,HNS Customers,Johna,Baer,10051 250 RIVER 1210 0 0,CHILDERSBURG, AL,35044,John.Baer@gmail.com,BAD,HZN2-VER-8K,Broadband Remote,0,DPC Classic upgrade,1,5-9-1976,36,0,0,0,N
AMR-28794292,Active,2/15/2002,7/3/2003,Home,HN9000,,Direct,NCC,HNS Customers,Jeana,Shull,6 THACHER TER 23 0 0,NILES, MI,49120,Jean.Shull@rossaweb.net,GOOD,HZN2-VER-4K,Broadband Remote,0,Dealer-Generated Sale,1,23-11-1974,38,7,0,0,
AMR-28794721,Active,2/5/2002,10/31/2005,Power150,DW4020,,Indirect,TAG,HNS Customers,Ron,Martin,1898 N CT 0 0 0,UMPQUA, OR,97486,Ron.Martin@rossaweb.net,,G16-VER-1K,Spaceway,0,HN7000 Upgrade,2,17-10-1989,23,4,0,0,N
AMR-28799610,Active,1/2/2002,2/9/2005,Elite,HN9000,Web orders,Indirect,InfoDish,HNS Customers,James,Neal,1643 FAMILY RD RD 0 0,GALVA, IL,61434,James.Neal@wexzone.com,BAD,AM6-HOR-21K,Broadband Remote,0,DW6000 Upgrade,1,19-6-1978,34,3,0,0,
AMR-28806404,Active,2/19/2002,6/3/2004,Basic,HN7000S,Web orders,Indirect,InfoDish,HNS Customers,Rodney,Ritton,849 W MISSOURI RD 0 0,LEWISBURG, OH,45338,Rodney.Ritton@compuserve.com,BAD,AM6-HOR-21K,Broadband Remote,0,Dealer-Generated Sale,2,21-9-1970,42,3,2,0,N
AMR-28808597,Active,6/13/2001,3/27/2005,,HN7000S,Vars,Indirect,Hughes Web Order,HNS Customers,Garya,Mckinnon,6745 ALEGRE CREEK RD 0 0,TOCCOA, GA,30577,Gary.Mckinnon@hotmail.com,BAD,0,Broadband Remote,0,Direct,2,5-3-1970,42,0,2,1,N
AMR-28811719,Active,2/11/2002,12/22/2005,Pro,HN9000,Retail/others,Indirect,Hughes Internal Sales,HNS Customers,Williamjen,Gilleece,PO PLEASANT 381 0 0 0,GUNNISON, CO,81230,Williamjen.Gilleece@rossaweb.net,BAD,HZN-HOR-8K,Broadband Remote,0,DW7000 Upgrade,2,10-7-1975,37,3,1,1,N
AMR-28812720,Active,6/15/2001,7/2/2003,,HN7000S,Web orders,Indirect,RS&I,HNS Customers,Tom,Mattox,2761 N RD ROAD 0 0,VALLEJO, CA,94589,Tom.Mattox@hotmail.com,GOOD,AM6-HOR-21K,Broadband Remote,0,HN7000 Upgrade,2,7-12-1984,28,5,1,0,
AMR-28816397,Active,1/20/2002,1/20/2005,Home,HN7000S,Call Center,Direct,UNKNOWN,HNS Customers,Frank,Davis,24780 DAFFODIL VALLEY 0 0 0,BLY, OR,97622,Frank.Davis@yahoo.com,,SPACEWAY3,Broadband Remote,0,Direct,2,14-4-1990,22,0,1,0,N
AMR-28818451,Active,1/25/2002,12/24/2005,Elite,HN7000S,,Direct,Hughes Web Order,HNS Customers,Arthura,Fitzpatricks,1614 HIGHWAY ROUTE 20,SAN MIGUEL, CA,93451,artkf2jt2@hughes.net,,G17-HOR-2K,Broadband Remote,,HN7000 Upgrade,1,14-8-1972,40,4,0,,N
AMR-28830300,Active,11/15/2001,4/13/2005,Elite,HN7000S,Vars,Indirect,Hughes Web Order,HNS Customers,Richard,Hileman,7725 N LN 0 0 0,SANTA PAULA, CA,93060,Richard.Hileman@sipnsearch.com,BAD,SM5-HOR-14K,Broadband Remote,0,DW6000 Upgrade,2,13-2-1971,41,0,1,1,
AMR-28830920,Active,2/5/2002,7/2/2003,Basic_Ltd,DW4020,,Indirect,AmericanSat,HNS Customers,Aprila,West,299 TOPEKA RD RD 0 0,BRYANS ROAD, MD,20616,April.West@rossaweb.net,,,Broadband Remote,0,National Sales,2,24-10-1981,31,0,0,0,N
AMR-28831360,Active,4/17/2002,3/24/2005,Basic,DW4020,Sales Agents,Direct,LiveBridge Communications LLC,HNS Customers,Larry,Naylor,506 DITTO CREEK ROAD,ALBUQUERQUE, NM,87120,larrynaylor@bc.com,BAD,SM5-VER-15K,Broadband Remote,,HN7000 Upgrade,1,.,.,4,0,0,N
AMR-28833730,Active,6/24/2001,5/27/2004,Elite,UNK,,Direct,Hughes Web Order,HNS Customers,Marya,HEINJR,7725 NW ST 0 0 0,CHIPLEY, FL,32428,Mary.HEINJR@rossaweb.net,BAD,SM5-VER-15K,Broadband Remote,EXPRESS REPAIR HOME WITH TERM,DW6000 Upgrade,1,26-7-1951,61,2,0,,N
AMR-28836258,Active,9/30/2001,8/12/2005,Basic_Ltd,HN7000S,,Indirect,TAG,HNS Customers,Patricia,Ross,759 COUNTY ROAD 62 0 0,CANON CITY, CO,81212,Patricia.Ross@aol.com,GOOD,SM5-VER-7K,Broadband Remote,0,Direct,2,7-5-1969,43,5,1,0,N
AMR-28839220,Active,3/22/2002,4/26/2006,Elite,DW4000,Call Center,Indirect,TAG,HNS Customers,Tim,AMES,930 N RD 0 47 0,CHRISTOVAL, TX,76935,Tim.AMES@hughes.net,GOOD,AM9-VER-2K ,Broadband Remote,0,DW7000 Upgrade,1,9-10-1964,48,6,0,0,
AMR-28842907,Active,3/21/2002,1/31/2004,,DW6000,Web orders,Indirect,,HNS Customers,Petera,Tatum,PO N STRAIT 0 0 0,NEWPORT, WA,99156,Peter.Tatum@geeksquad.com,GOOD,SM5-VER-15K,Broadband Remote,0,Dealer-Generated Sale,1,16-7-1955,57,7,0,0,N
AMR-28848693,Active,3/11/2002,2/20/2004,Elite,,,Direct,TAG,HNS Customers,Peter,Hanna,299 E TRL RD 0 0,CLAYTON, CA,94517,Peter.Hanna@wexzone.com,,SM5-VER-5K,Broadband Remote,0,HN9000 Upgrade,2,7-7-1949,63,5,1,1,N
AMR-28849683,Active,5/26/2001,10/13/2004,Elite,HN7000S,Call Center,Direct,RS&I,HNS Customers,Jayson Gola,Sesha,2575 CLEARY BRANCH 0 0 0,RIVERTON, WY,82501,Jayson Gol.Sesha@rossaweb.net,,SM5-VER-1K,Spaceway,0,DW6000 Upgrade,2,19-9-1967,45,8,0,0,N
AMR-28849868,Active,3/23/2002,3/11/2005,Basic,HN7000S,Retail/others,,PEGASUS BROADBAND COMMUNICATIO,HNS Customers,Larry,Vaught,14636 DAFFODIL ISLAND 0 0 0,E LIVERPOOL, OH,43920,Larry.Vaught@gmail.com,,0,Broadband Remote,EXPRESS REPAIR HOME WITH TERM,Classic Migration,1,21-11-1977,35,8,0,0,N
AMR-28854377,Active,4/9/2002,9/7/2004,Power150,DW6000,Sales Agents,Indirect,AmericanSat,HNS Customers,Garya,PASSINI,16255 NE ROUTE RD 0 0,WARSAW, MO,65355,Gary.PASSINI@hughes.net,GOOD,G17-HOR-2K,Spaceway,0,Dealer-Generated Sale,2,24-9-1977,35,0,0,0,N
AMR-28855732,Active,4/4/2002,2/20/2004,Power150,HN7000S,Vars,Indirect,TAG,HNS Customers,Richard,Rich,2242 SEDILLO CREEK DR 0 0,AVELLA, PA,15312,Richard.Rich@hotmail.com,GOOD,AM6-HOR-21K,Spaceway,0,DPC Classic upgrade,2,21-7-1968,44,7,1,1,Y
AMR-28855869,Active,2/4/2002,4/16/2004,Proplus,DW6000,Call Center,Indirect,Hughes Web Order,HNS Customers,JAMES,Young,17350 BESEMER RD 0 0 0,WHITEHALL, MT,59759,JAMES.Young@rossaweb.net,BAD,SM5-VER-15K,Spaceway,0,HN7000 Upgrade,2,23-4-1969,43,5,0,0,
AMR-28856245,Active,2/27/2002,7/20/2003,Pro,HN9000,Retail/others,Indirect,Perfect 10,HNS Customers,Frank,Christensen,849 CREEK 210 0 0 C5,MECHANICSVLLE, MD,20659,Frank.Christensen@hughes.net,GOOD,G17-HOR-2K,Broadband Remote,0,DW6000 Upgrade,2,28-4-1972,40,6,0,0,N
AMR-28869499,Active,3/28/2002,4/23/2004,,HN9000,Sales Agents,Indirect,AmericanSat,HNS Customers,Brent,Bram,398 BOX CROSSING JONES 0 0,CASSOPOLIS, MI,49031,Brent.Bram@aol.com,GOOD,G16-HOR-8K,Broadband Remote,0,DPC Classic upgrade,2,7-8-1990,22,4,1,0,N
AMR-28869681,Active,3/16/2002,5/16/2004,Pro,UNK,Web orders,Indirect,Perfect 10,HNS Customers,Sharona,Riley,8000 HIGHWAY ANTONIO SUITE 0 0,HAMMONDSVILLE, OH,43930,Sharon.Riley@rossaweb.net,BAD,SM5-VER-1K,Broadband Remote,0,DPC Classic upgrade,,15-2-1956,56,0,1,1,
AMR-28877332,Active,1/3/2002,8/19/2003,Proplus,HN9000,,Indirect,NCC,HNS Customers,Mark,Bram,5710 E 218 RD 0 0,CASSOPOLIS, MI,49031,Mark.Bram@hughes.net,BAD,G17-HOR-6K,Broadband Remote,0,HN9000 Upgrade,2,20-9-1984,28,0,0,,N
AMR-28880264,Active,4/16/2002,1/15/2004,Basic,HN7000S,,Indirect,PEGASUS BROADBAND COMMUNICATIO,HNS Customers,Bruce,Hoelscher,22901 VALLEY LN 0 0 0,MONTICELLO, IL,61856,Bruce.Hoelscher@geeksquad.com,GOOD,G16-VER-15K,Broadband Remote,0,DPC Classic upgrade,2,23-10-1962,50,9,,0,N
AMR-28885871,Active,4/15/2002,11/23/2003,Elite,DW7000,Retail/others,Direct,Hughes Web Order,HNS Customers,W.a.a,Barnwell,3456 FM 2442,LAWRENCEBURG, KY,40342,woleeta@hughes.net,,SM5-HOR-6K,Broadband Remote,,DW7000 Upgrade,,.,.,6,0,0,N
AMR-28890017,Active,2/14/2002,12/10/2003,Power150,HN7000S,,Indirect,Hughes Web Order,HNS Customers,Richarda,Dougherty,PO STEDMAN RD DR 0 0,LONG BARN, CA,95335,Richard.Dougherty@hughes.net,BAD,G17-HOR-2K,Spaceway,0,Dealer-Generated Sale,1,9-5-1975,37,3,2,0,
AMR-28895217,Active,1/21/2002,9/1/2004,Basic,HN9000,,Direct,NCC,HNS Customers,Dennis,Clark,337 MARTINSVILLE 24 0 0 0,APTOS, CA,95003,Dennis.Clark@hughes.net,,SPACEWAY3,Spaceway,0,Dealer-Generated Sale,2,20-4-1969,43,6,1,0,N
AMR-28895324,Active,3/1/2002,1/29/2004,Basic,DW7000,,Indirect,,HNS Customers,Mabela,Mcdow,200 VALLEY DR ST 0 0,GRAND LEDGE, MI,48837,Mabel.Mcdow@wexzone.com,GOOD,AM6-HOR-21K,Broadband Remote,0,Direct,,26-9-1960,52,7,1,1,N
AMR-28903111,Active,1/8/2002,3/31/2005,Elite,,,Indirect,TAG,HNS Customers,Louis,Moses,7971 S VALLEY RD 0 0,TEMECULA, CA,92590,Louis.Moses@sipnsearch.com,GOOD,SM5-VER-7K,Spaceway,0,HN7000 Upgrade,2,18-3-1950,62,3,1,0,
AMR-28903804,Active,1/21/2002,1/31/2004,Basic,HN7000S,Retail/others,Indirect,TAG,HNS Customers,Tammya,Ruvo,92 HURRICANE GOSHEN 0 0 0,WARREN, OR,97053,Tammy.Ruvo@gmail.com,GOOD,SPACEWAY3,Broadband Remote,0,Dial Return Upgrade,2,6-4-1960,52,7,1,0,
AMR-28903931,Active,3/26/2002,3/7/2004,Elite,DW4020,Web orders,Indirect,,HNS Customers,Carola,Hartnagle,12121 POTOMAC ST,FALLBROOK, CA,92028,kenmadsen@hughes.net,GOOD,SM5-VER-15K,Broadband Remote,,Direct,,3-12-1964,48,C,1,1,Y
AMR-28906042,Active,4/6/2002,1/13/2005,Basic,DW4000,Retail/others,Indirect,Perfect 10,HNS Customers,Edwin,PERRY,488 BOX RD 0 0 0,SAND LAKE, MI,49343,Edwin.PERRY@yahoo.com,GOOD,SM5-HOR-14K,Broadband Remote,0,Retail       ,1,16-8-1964,48,4,0,,
AMR-28910001,Active,4/11/2002,7/16/2004,Home,UNK,,Indirect,AmericanSat,HNS Customers,Trisha,Krause,1159 N RD 0 0 0,CASSOPOLIS, MI,49031,Trish.Krause@gmail.com,GOOD,SPACEWAY3,Broadband Remote,0,HN7000 Upgrade,1,11-10-1956,56,5,1,0,N
AMR-28915177,Active,8/13/2003,12/4/2006,Basic,DW4020,Web orders,Direct,LiveBridge Communications LLC,HNS Customers,Jasona,Langstraat,2661 E KAMM AVE,PILOT ROCK, OR,97868,langfarms@mindspring.com,,HZN-HOR-19K,Broadband Remote,,Direct,1,.,.,,0,,
AMR-28920962,Active,2/15/2002,8/6/2004,Pro,HN7000S,Retail/others,Indirect,AmericanSat,HNS Customers,Xa,Johnson,PO E RD RD 0 0,BUENA VISTA, CO,81211,X.Johnson@hughes.net,,G17-HOR-6K,Broadband Remote,0,Dial Return Upgrade,2,5-4-1982,30,7,1,0,N
AMR-28922898,Active,6/30/2001,3/22/2004,Pro,HN7000S,,,TAG,HNS Customers,Franka,MICHIE,PO ROUTE VERNON RD 0 0,BUTLER, TN,37640,Frank.MICHIE@aol.com,BAD,HZN-VER-6K,Spaceway,0,Direct,2,2-12-1958,54,6,1,1,
AMR-28928011,Active,3/22/2002,4/26/2005,,HN7000S,,Indirect,AmericanSat,HNS Customers,Kima,Hillman,4198 PRAIRIE RD,BELLE FOURCHE, SD,57717,shillman@hughes.net,GOOD,SM5-VER-1K,Broadband Remote,,DPC Classic upgrade,,.,.,4,0,,N
AMR-28932447,Active,1/18/2002,9/13/2004,Pro,DW6000,Sales Agents,Indirect,Hughes Web Order,HNS Customers,Boba,FRAZIER,33 1 144 B 0 0,TUTTLE, OK,73089,Bob.FRAZIER@gmail.com,,,Broadband Remote,0,National Sales,2,27-1-1954,58,0,0,0,N
AMR-28938131,Active,3/13/2002,9/14/2003,Pro,,Vars,Indirect,Perfect 10,HNS Customers,JIMMY,Hofmann,17170 OVERLOOK HIGHWAY 0 212 0,FREDERICK, MD,21703,JIMMY.Hofmann@geeksquad.com,,G16-VER-2K,Broadband Remote,0,Retail       ,1,11-3-1954,58,9,0,,N
AMR-28938943,Active,1/1/1900,12/23/1901,Proplus,HN7000S,Retail/others,Indirect,Hughes Web Order,HNS Customers,DONALDa,Weiner,16315 VINEYARD 9TH RD 0 0,MARSHALL, VA,20115,DONALD.Weiner@hotmail.com,BAD,SM5-VER-15K,Broadband Remote,0,HN7000 Upgrade,2,4-2-1957,55,3,2,0,N
AMR-28942365,Active,3/25/2002,4/22/2006,Basic_Ltd,HN9000,Retail/others,Indirect,InfoDish,HNS Customers,Larry,Tesdall,PO CARROLL LN 266 0 0,NEWPORT, WA,99156,Larry.Tesdall@geeksquad.com,BAD,0,Spaceway,0,DPC Classic upgrade,,7-3-1988,24,0,1,1,
AMR-28947632,Active,7/31/2003,1/28/2007,,HN7000S,Vars,Indirect,,HNS Customers,Billy,Richards,RR GOLF ST RD 0 0,LEBANON, MO,65536,Billy.Richards@sipnsearch.com,,SM5-VER-1K,Broadband Remote,0,Retail       ,1,6-7-1984,28,9,1,0,
AMR-28950943,Active,10/12/2001,1/16/2005,,UNK,,Indirect,TAG,HNS Customers,Randall,Rackley,8890 PIKE OZIAS RD 0 0,FREDERICK, MD,21702,Randall.Rackley@sipnsearch.com,GOOD,SM5-VER-5K,Broadband Remote,0,Dealer-Generated Sale,1,7-6-1963,49,0,1,0,Y
AMR-28952873,Active,3/26/2002,4/16/2004,Proplus,HN7000S,,Indirect,ACS,HNS Customers,Rodney,Johnson,HC COLE VALLEY ST 0 0,GRAND RAPIDS, OH,43522,Rodney.Johnson@wexzone.com,BAD,SPACEWAY3,Broadband Remote,0,HN7000 Upgrade,2,16-8-1954,58,7,0,0,
AMR-28954159,Active,12/20/2001,8/15/2005,Home,DW4000,Web orders,Indirect,RS&I,HNS Customers,Toma,Brunner,525 S MAIN ST,LORRAINE, NY,13659,warts@hughes.net,GOOD,,Broadband Remote,,Retail       ,1,.,.,,0,,
AMR-28955320,Active,8/25/2001,12/23/2003,Basic_Ltd,UNK,Retail/others,Indirect,TAG,HNS Customers,James,Rapf,3809 SANDY ROAD DR 0 0,CUSHING, OK,74023,James.Rapf@wexzone.com,GOOD,SPACEWAY3,Spaceway,0,DPC Classic upgrade,1,3-7-1958,54,0,0,0,N
AMR-28956823,Active,12/7/2001,5/2/2003,Elite,HN9000,Web orders,Indirect,Verisign Web Ordering,HNS Customers,Edwarda,Talarico,2697 MINES ROAD 0 0 0,MARS HILL, NC,28754,Edward.Talarico@rossaweb.net,,SPACEWAY3,Broadband Remote,0,National Sales,2,4-2-1963,49,2,1,1,N
AMR-28963583,Active,2/15/2002,3/29/2004,Power150,HN7000S,Call Center,Direct,Perfect 10,HNS Customers,Gregga,Scott,3479 S RD 0 0 0,FORT DAVIS, TX,79734,Gregg.Scott@wexzone.com,GOOD,SM5-VER-5K,Spaceway,0,HN7000 Upgrade,2,19-11-1956,56,4,2,0,
AMR-28964146,Active,1/11/2002,8/27/2005,Home,HN7000S,Web orders,Indirect,UNKNOWN,HNS Customers,Rutha,Liberto,5245 DIGGER GROVE 0 0 0,SPENCER, IN,47460,Ruth.Liberto@geeksquad.com,,0,Broadband Remote,0,Dealer-Generated Sale,2,22-7-1978,34,6,1,1,N
AMR-28966670,Active,2/7/2002,3/31/2005,Proplus,HN7000S,Retail/others,Indirect,Hughes Web Order,HNS Customers,Randya,Atiyeh,9455 TRIANGLE CIR 0 0 0,FORT DAVIS, TX,79734,Randy.Atiyeh@rossaweb.net,BAD,0,Broadband Remote,0,Retail,2,25-6-1969,43,0,0,0,Y
AMR-28973545,Active,4/18/2002,4/14/2005,Proplus,HN9000,Sales Agents,Indirect,RS&I,HNS Customers,Mark,Verbout,58650 PEBBLE DR,EVANSVILLE, IN,47720,mverbout@hughes.net,BAD,SPACEWAY3,Spaceway,,Dealer-Generated Sale,1,19-9-1952,60,5,1,0,N
AMR-28997800,Active,11/15/2001,10/18/2004,Pro,HN7000S,,Direct,AmericanSat,HNS Customers,Christophea,Kondrat,626 COMUS HILL 34023 0 0,MIDLAND, OR,97634,Christophe.Kondrat@yahoo.com,GOOD,SM5-VER-5K,Broadband Remote,0,DW6000 Upgrade,2,11-8-1988,24,3,1,0,Y
AMR-28999538,Active,5/29/2001,10/5/2003,Home,HN7000S,,Direct,NCC,HNS Customers,John,Brogdon,PO SCOTT 53 0 C8 0,CLIFTON, TX,76634,John.Brogdon@aol.com,GOOD,G16-HOR-8K,Broadband Remote,0,HN7000 Upgrade,,28-4-1971,41,7,0,,
AMR-29007648,Active,6/16/2003,2/21/2007,Power150,DW6000,Sales Agents,Indirect,,HNS Customers,Vaishali,Lambert,5625 W. RD RD 0 0,PARKER, CO,80134,Vaishali.Lambert@compuserve.com,GOOD,SM5-VER-15K,Broadband Remote,EXPRESS REPAIR HOME WITH COMMITMENT WITH TERM,DW6000 Upgrade,1,3-4-1987,25,5,1,0,N
AMR-29008922,Active,1/11/2002,11/7/2005,Basic_Ltd,HN7000S,Call Center,Indirect,RS&I,HNS Customers,Kevin,Kaalberg,1750 STATE FARM 0 0 0,MARS HILL, NC,28754,Kevin.Kaalberg@rossaweb.net,,G16-HOR-8K,Spaceway,0,Direct,1,28-3-1959,53,0,0,0,
AMR-29009703,Active,1/24/2002,7/29/2005,Basic,DW4000,,Indirect,Perfect 10,HNS Customers,Franka,Zyszkowski,PO OLD RUN 0 0 0,HOLLY SPRINGS, MS,38635,Frank.Zyszkowski@sipnsearch.com,BAD,0,Broadband Remote,0,HN9000 Upgrade,1,13-6-1966,46,0,1,0,Y
AMR-29010699,Active,4/8/2002,9/7/2005,Pro,HN9000,Retail/others,Direct,LiveBridge Communications LLC,HNS Customers,Allana,Katzenstein,264 N NOLAN ST,MOUNT VERNON, IL,62864,katzen@ridgenet.net,BAD,AM6-HOR-21K,Spaceway,,HN7000 Upgrade,1,14-12-1950,62,7,1,0,N
AMR-29011846,Active,7/18/2001,7/13/2004,Home,HN9000,Call Center,Indirect,Verisign Web Ordering,HNS Customers,Jima,Hix,PO SCARBORO ROAD 0 0 0,WOODLAND PARK, CO,80863,Jim.Hix@yahoo.com,GOOD,SM5-VER-5K,Broadband Remote,0,Retail,2,1-7-1946,66,6,1,1,N
AMR-29016031,Active,2/21/2002,12/26/2003,Power150,,,Direct,Best Buy,HNS Customers,John,Kenney,281 ASHBY 1101 0 0 0,BURTON, TX,77835,John.Kenney@aol.com,BAD,SM5-VER-15K,Broadband Remote,0,Dealer-Generated Sale,2,19-8-1977,35,6,1,1,N
AMR-29023662,Active,2/19/2003,2/26/2006,Home,HN9000,Retail/others,Indirect,TAG,HNS Customers,Michael,Clark,83 COUNTY RD 0 0 0,VALLEJO, CA,94589,Michael.Clark@yahoo.com,GOOD,SPACEWAY3,Spaceway,0,Retail       ,,4-12-1955,57,9,0,0,Y
AMR-29025253,Active,6/16/2003,1/8/2006,Basic,HN7000S,,Indirect,,HNS Customers,Carola,Johnson,3514 COACHMANS 304 RD 0 0,HOLLY SPRINGS, MS,38635,Carol.Johnson@gmail.com,BAD,SPACEWAY3,Spaceway,0,Dealer-Generated Sale,2,4-6-1990,22,9,1,0,N
